PARID,BOROCODE,BLOCK,LOT,TAXYEAR,STREET NUMBER,STREET NAME,Postcode,BLDG_CLASS,TAXCLASS,OWNER_NAME,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
1012741331,1,1274,1331,2021,768,5 AVENUE,10019,RH,4,"REAL PROPERTIES, INC.",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741332,1,1274,1332,2021,768,5 AVENUE,10019,RH,4,HC PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741333,1,1274,1333,2021,768,5 AVENUE,10019,RH,4,"MESOLOGITES, PETER",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741334,1,1274,1334,2021,768,5 AVENUE,10019,RH,4,768 PLAZA SUITES LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741335,1,1274,1335,2021,768,5 AVENUE,10019,RH,4,"GULDKULA, HAAKAN ANDERSON",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741336,1,1274,1336,2021,768,5 AVENUE,10019,RH,4,"ADLER, RICHARD M",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741337,1,1274,1337,2021,768,5 AVENUE,10019,RH,4,CRYSTAL INN COMPANY LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741338,1,1274,1338,2021,768,5 AVENUE,10019,RH,4,SEN REAL ESTATE INVESTMENTS LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741339,1,1274,1339,2021,768,5 AVENUE,10019,RH,4,"ANDERSON, HAAKAN B",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741340,1,1274,1340,2021,768,5 AVENUE,10019,RH,4,BLUE VISTAS LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741341,1,1274,1341,2021,768,5 AVENUE,10019,RH,4,"HOMMA, TAKASHI",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741342,1,1274,1342,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741343,1,1274,1343,2021,768,5 AVENUE,10019,RH,4,"JAMES B. CARTY REAL ESTATE, LLC",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741344,1,1274,1344,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741345,1,1274,1345,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741346,1,1274,1346,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741347,1,1274,1347,2021,768,5 AVENUE,10019,RH,4,PLAZA 1108 LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741348,1,1274,1348,2021,768,5 AVENUE,10019,RH,4,"TRANSAMERICAN PROPERTIES, INC.",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741349,1,1274,1349,2021,768,5 AVENUE,10019,RH,4,"ANDERSON, HAAKAN B",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741350,1,1274,1350,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741351,1,1274,1351,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741352,1,1274,1352,2021,768,5 AVENUE,10019,RH,4,SEVEN SIGNATURES INTERNATIONAL CORPORATI ON,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741353,1,1274,1353,2021,768,5 AVENUE,10019,RH,4,"NAKANO, YOICHIRO",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741354,1,1274,1354,2021,768,5 AVENUE,10019,RH,4,"PLAZA LUXURY REAL ESTATE, LLC",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741355,1,1274,1355,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741356,1,1274,1356,2021,768,5 AVENUE,10019,RH,4,"KAMEI, YOSHIAKI",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741357,1,1274,1357,2021,768,5 AVENUE,10019,RH,4,"HOURANI, HAYEL",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741358,1,1274,1358,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741359,1,1274,1359,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741360,1,1274,1360,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741361,1,1274,1361,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741362,1,1274,1362,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741363,1,1274,1363,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741364,1,1274,1364,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741365,1,1274,1365,2021,768,5 AVENUE,10019,RH,4,GANTON PROPERTY LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741366,1,1274,1366,2021,768,5 AVENUE,10019,RH,4,"KIM, MINSUN",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741367,1,1274,1367,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741368,1,1274,1368,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741369,1,1274,1369,2021,768,5 AVENUE,10019,RH,4,"WOLK, HOWARD",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741370,1,1274,1370,2021,768,5 AVENUE,10019,RH,4,"NAKANO, YOICHIRO",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741371,1,1274,1371,2021,768,5 AVENUE,10019,RH,4,CT PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741372,1,1274,1372,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741373,1,1274,1373,2021,768,5 AVENUE,10019,RH,4,"NEW YORK PLAZA HOTEL ROOM, LLC",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741374,1,1274,1374,2021,768,5 AVENUE,10019,RH,4,NY PLAZA HOTEL ROOM LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741375,1,1274,1375,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741376,1,1274,1376,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741377,1,1274,1377,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741378,1,1274,1378,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741379,1,1274,1379,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741380,1,1274,1380,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741381,1,1274,1381,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741382,1,1274,1382,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741383,1,1274,1383,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741384,1,1274,1384,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741385,1,1274,1385,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741386,1,1274,1386,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741387,1,1274,1387,2021,768,5 AVENUE,10019,RH,4,SANAE YOSHIDA,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741388,1,1274,1388,2021,768,5 AVENUE,10019,RH,4,768 PLAZA SUITES LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741389,1,1274,1389,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741390,1,1274,1390,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741391,1,1274,1391,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741392,1,1274,1392,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741393,1,1274,1393,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741394,1,1274,1394,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741395,1,1274,1395,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741396,1,1274,1396,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741397,1,1274,1397,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741398,1,1274,1398,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741399,1,1274,1399,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741400,1,1274,1400,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741401,1,1274,1401,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741402,1,1274,1402,2021,768,5 AVENUE,10019,RH,4,768 PLAZA SUITES LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741403,1,1274,1403,2021,768,5 AVENUE,10019,RH,4,"BABA, NARUATSU",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741404,1,1274,1404,2021,768,5 AVENUE,10019,RH,4,"DONGWHA USA, INC.",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741405,1,1274,1405,2021,768,5 AVENUE,10019,RH,4,"CAPS, YUGEN KAISHA",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741406,1,1274,1406,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741407,1,1274,1407,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741408,1,1274,1408,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741409,1,1274,1409,2021,768,5 AVENUE,10019,RH,4,"DOSWELL VENTURES, LLC",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741410,1,1274,1410,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741411,1,1274,1411,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741412,1,1274,1412,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741413,1,1274,1413,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741414,1,1274,1414,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741415,1,1274,1415,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741416,1,1274,1416,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741417,1,1274,1417,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741418,1,1274,1418,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741419,1,1274,1419,2021,768,5 AVENUE,10019,RH,4,HORIZON TOWER LTD.,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741420,1,1274,1420,2021,768,5 AVENUE,10019,RH,4,"SAKAI, HIROAKI",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741421,1,1274,1421,2021,768,5 AVENUE,10019,RH,4,"ISHIWATARI, SHINSUKE",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741422,1,1274,1422,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741423,1,1274,1423,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741424,1,1274,1424,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741425,1,1274,1425,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741426,1,1274,1426,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741427,1,1274,1427,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741428,1,1274,1428,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741429,1,1274,1429,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741430,1,1274,1430,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741431,1,1274,1431,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741432,1,1274,1432,2021,768,5 AVENUE,10019,RH,4,"HELWANI, PENINA",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741433,1,1274,1433,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741434,1,1274,1434,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741435,1,1274,1435,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741436,1,1274,1436,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741437,1,1274,1437,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741438,1,1274,1438,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741439,1,1274,1439,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741440,1,1274,1440,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741441,1,1274,1441,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741442,1,1274,1442,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741443,1,1274,1443,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741444,1,1274,1444,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741445,1,1274,1445,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741446,1,1274,1446,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741447,1,1274,1447,2021,768,5 AVENUE,10019,RH,4,"ACSERVICE CO., LTD",MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741448,1,1274,1448,2021,768,5 AVENUE,10019,RH,4,768 PLAZA SUITES LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741449,1,1274,1449,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741450,1,1274,1450,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741451,1,1274,1451,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741452,1,1274,1452,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741453,1,1274,1453,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741454,1,1274,1454,2021,768,5 AVENUE,10019,RH,4,SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012741455,1,1274,1455,2021,768,5 AVENUE,10019,RH,4,768 PLAZA SUITES LLC,MANHATTAN,40.764155,-73.973951,105,4,11201,1035253,1012747504,Midtown-Midtown South
1012750006,1,1275,6,2021,3,EAST 40 STREET,10016,H3,4,VERILEN REPRODUCTIONS,MANHATTAN,40.752058,-73.981466,105,4,82,1035312,1012750006,Murray Hill-Kips Bay
1012750044,1,1275,44,2021,50,EAST 41 STREET,10017,H1,4,NYC VALUE ADDED I LLC,MANHATTAN,40.751906,-73.979243,105,4,82,1035320,1012750044,Murray Hill-Kips Bay
1012760001,1,1276,1,2021,479,5 AVENUE,10017,H1,4,"TAK HOSPITALITY, LLC",MANHATTAN,40.7529,-73.981297,105,4,82,1035330,1012760001,Murray Hill-Kips Bay
1012760023,1,1276,23,2021,299,MADISON AVENUE,10017,HB,4,"299 MADISON HOTEL, LLC",MANHATTAN,40.752101,-73.979416,105,4,82,1035332,1012760023,Murray Hill-Kips Bay
1012780065,1,1278,65,2021,6,EAST 44 STREET,10017,H5,4,CORNELL CENTER NY INC,MANHATTAN,40.754605,-73.979538,105,4,94,1035364,1012780065,Midtown-Midtown South
1012800030,1,1280,30,2021,109,EAST 42 STREET,10017,H1,4,NYC TRANSIT,MANHATTAN,40.751862,-73.977034,105,4,92,1035383,1012800030,Turtle Bay-East Midtown
1012810021,1,1281,21,2021,45,EAST 45 STREET,10017,H1,4,RHC OPERATING LLC,MANHATTAN,40.754538,-73.977398,105,4,94,1035393,1012810021,Midtown-Midtown South
1012810061,1,1281,61,2021,16,EAST 46 STREET,10017,HB,4,E 46 GROUP LLC,MANHATTAN,40.755669,-73.978184,105,4,94,1088581,1012810061,Midtown-Midtown South
1012830011,1,1283,11,2021,12,EAST 48 STREET,10017,H9,4,1248 ASSOCIATES LLC,MANHATTAN,40.756978,-73.977408,105,4,94,1090691,1012830011,Midtown-Midtown South
1012860021,1,1286,21,2021,455,MADISON AVENUE,10022,H1,4,ARCHDIOCESE/N.Y.,MANHATTAN,40.758114,-73.975393,105,4,102,1035462,1012860021,Midtown-Midtown South
1012880011,1,1288,11,2021,500,MADISON AVENUE,10022,H1,4,OMI BERSHIRE CORP.,MANHATTAN,40.759212,-73.97462,105,4,102,1081151,1012880011,Midtown-Midtown South
1012890045,1,1289,45,2021,56,EAST 54 STREET,10022,H1,4,"ELYSEE HOTEL, LLC",MANHATTAN,40.760126,-73.973227,105,4,102,1035733,1012890045,Midtown-Midtown South
1012901201,1,1290,1201,2021,2,EAST 55 STREET,10022,RH,4,QIA SR NY HOTEL LLC,MANHATTAN,40.761559,-73.974681,105,4,102,1035762,1012907502,Midtown-Midtown South
1012901203,1,1290,1203,2021,2,EAST 55 STREET,10022,RH,4,"SKILTON, ELISA YIXIA",MANHATTAN,40.761559,-73.974681,105,4,102,1035762,1012907502,Midtown-Midtown South
1012901204,1,1290,1204,2021,2,EAST 55 STREET,10022,RH,4,BRUCE NEWBERG AS TRUSTEE,MANHATTAN,40.761559,-73.974681,105,4,102,1035762,1012907502,Midtown-Midtown South
1012901205,1,1290,1205,2021,2,EAST 55 STREET,10022,RH,4,"ST REGIS RESIDENCE CLUB, NEW YORK INC",MANHATTAN,40.761559,-73.974681,105,4,102,1035762,1012907502,Midtown-Midtown South
1012901206,1,1290,1206,2021,2,EAST 55 STREET,10022,RH,4,KOSMOS MANAGEMENT LLC,MANHATTAN,40.761559,-73.974681,105,4,102,1035762,1012907502,Midtown-Midtown South
1012901207,1,1290,1207,2021,2,EAST 55 STREET,10022,RH,4,"ST REGIS RESIDENCE CLUB, NEW YORK INC.",MANHATTAN,40.761559,-73.974681,105,4,102,1035762,1012907502,Midtown-Midtown South
1012901208,1,1290,1208,2021,2,EAST 55 STREET,10022,RH,4,"FELDMAN, IRIS F",MANHATTAN,40.761559,-73.974681,105,4,102,1035762,1012907502,Midtown-Midtown South
1012901209,1,1290,1209,2021,2,EAST 55 STREET,10022,RH,4,"ZIEGLER, JOHN",MANHATTAN,40.761559,-73.974681,105,4,102,1035762,1012907502,Midtown-Midtown South
