PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR
Glenn Phillips,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2020
Tim Seifert,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2020
Mohammad Shahzad,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2020
Patrick Brown,Overseas,Bowler,5000000,UNSOLD,NONE,2020
Beuran Hendricks,Overseas,Bowler,5000000,UNSOLD,NONE,2020
Naveen Ul Haq,Overseas,Bowler,5000000,UNSOLD,NONE,2020
Qais Ahmad,Overseas,Bowler,5000000,UNSOLD,NONE,2020
Fawad Ahmed,Overseas,Bowler,5000000,UNSOLD,NONE,2020
Khary Pierre,Overseas,Bowler,5000000,UNSOLD,NONE,2020
Waqar Salamkheil,Overseas,Bowler,5000000,UNSOLD,NONE,2020
Ravi Bopara,Overseas,All-Rounder,5000000,UNSOLD,NONE,2020
Tabraiz Shamsi,Overseas,Bowler,5000000,UNSOLD,NONE,2020
Wanindu Hasaranga,Overseas,All-Rounder,5000000,UNSOLD,NONE,2020
Nehal Pajni,Indian,Batsman,5000000,UNSOLD,NONE,2020
Dimuth Karunarathna,Overseas,All-Rounder,5000000,UNSOLD,NONE,2020
James Fuller,Overseas,All-Rounder,4000000,UNSOLD,NONE,2020
Ben Dwarshuis,Overseas,Bowler,4000000,UNSOLD,NONE,2020
Cameron Delport,Overseas,Batsman,4000000,UNSOLD,NONE,2020
Benny Howell,Overseas,All-Rounder,4000000,UNSOLD,NONE,2020
Laurie Evans,Overseas,Batsman,4000000,UNSOLD,NONE,2020
Will Jacks,Overseas,All-Rounder,3000000,UNSOLD,NONE,2020
Anureet Singh,Indian,Bowler,3000000,UNSOLD,NONE,2020
Jalaj Saxena,Indian,All-Rounder,3000000,UNSOLD,NONE,2020
Jaskarandeep Singh Buttar,Indian,All-Rounder,3000000,UNSOLD,NONE,2020
David Payne,Overseas,Bowler,3000000,UNSOLD,NONE,2020
Pradeep Sangwan,Indian,Bowler,3000000,UNSOLD,NONE,2020
Ayush Jamwal,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Prayas Ray Barman,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Ripal Patel,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Abhimanyu Rana,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Prashant Chopra,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Kshitiz Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Shubhang Hegde,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Nitin Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Mayank Dagar,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Akshay Solanki,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
C Hari Nishaanth,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Pranshu Vijayran,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Nikhil Chaudhary,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Roosh Kalaria,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Rajat Choudhary,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Akshay Karnewar,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Dafedar Khizar Anwar,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Dharmendrasinh Jadeja,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Aman Khan,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Vishal Kushwah,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Prerak Mankad,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Akshdeep Nath,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Dhrumil Matkar,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Avi Barot,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2020
Ramandeep Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Shubham Ranjane,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
M Abhinav,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Arjun Azad,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Nachiket Bhute,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Corbin Bosch,Overseas,All-Rounder,2000000,UNSOLD,NONE,2020
Sumit Kumar,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2020
Shaik Ismail,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Dhruv Shorey,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Anmol Malhotra,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2020
Jack Prestwidge,Overseas,All-Rounder,2000000,UNSOLD,NONE,2020
Swapnil Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Yash Rathod,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Smit Patel,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2020
Pratyush Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Saurabh Rawat,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2020
Jitesh Sharma,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2020
Mayank Sidhu,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2020
Sheldon Jackson,Overseas,Wicket Keeper,2000000,UNSOLD,NONE,2020
Nandre Burger,Overseas,Bowler,2000000,UNSOLD,NONE,2020
Jake Weatherald,Overseas,Batsman,2000000,UNSOLD,NONE,2020
Stephen Chipurupalli,Overseas,Bowler,2000000,UNSOLD,NONE,2020
Robin Bist,Indian,Batsman,2000000,UNSOLD,NONE,2020
Yash Dayal,Indian,Bowler,2000000,UNSOLD,NONE,2020
C.V Milind,Indian,Bowler,2000000,UNSOLD,NONE,2020
G Periyasamy,Indian,Bowler,2000000,UNSOLD,NONE,2020
Chetan Sakariya,Indian,Bowler,2000000,UNSOLD,NONE,2020
Pradeep Thippeswamy,Indian,Bowler,2000000,UNSOLD,NONE,2020
Agniv Pan,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2020
Tanveer Ul haq,Indian,Bowler,2000000,UNSOLD,NONE,2020
Mihir Hirwani,Indian,Bowler,2000000,UNSOLD,NONE,2020
S Manigandan,Indian,Bowler,2000000,UNSOLD,NONE,2020
Luvnith Sisodia,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2020
Shiva Singh,Indian,Bowler,2000000,UNSOLD,NONE,2020
Ajay Sonu T,Indian,Bowler,2000000,UNSOLD,NONE,2020
Sagar Udeshi,Indian,Bowler,2000000,UNSOLD,NONE,2020
Upendra Singh Yadav,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2020
Armaan Jaffer,Indian,Batsman,2000000,UNSOLD,NONE,2020
Siddharth Krishnamurthy,Indian,Batsman,2000000,UNSOLD,NONE,2020
Rajat Patidar,Indian,Batsman,2000000,UNSOLD,NONE,2020
Shubham Singh Pundir,Indian,Batsman,2000000,UNSOLD,NONE,2020
Sachin Baby,Indian,Batsman,2000000,UNSOLD,NONE,2020
Himanshu Rana,Indian,Batsman,2000000,UNSOLD,NONE,2020
Ekant Sen,Indian,Batsman,2000000,UNSOLD,NONE,2020
Ali Khan,Overseas,Bowler,2000000,UNSOLD,NONE,2020
Rajesh Bishnoi,Indian,Batsman,2000000,UNSOLD,NONE,2020
Subhranshu Senapati,Indian,Batsman,2000000,UNSOLD,NONE,2020
Baba Aparajith,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Unmukt Chand,Indian,Batsman,2000000,UNSOLD,NONE,2020
Gerald Coetzee,Overseas,All-Rounder,2000000,UNSOLD,NONE,2020
Tanmay Mishra,Indian,Batsman,2000000,UNSOLD,NONE,2020
Lukman Hussain Meriwala,Indian,Bowler,2000000,UNSOLD,NONE,2020
Priyank Panchal,Indian,Batsman,2000000,UNSOLD,NONE,2020
Vishnu Solanki,Indian,Batsman,2000000,UNSOLD,NONE,2020
Chaitanya Bishnoi,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Gourav Yadav,Indian,Bowler,2000000,UNSOLD,NONE,2020
Ankit Kaushik,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Chandrapal Chundawat,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Azim Kazi,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
M Mohammed,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Zeeshan Ansari,Indian,Bowler,2000000,UNSOLD,NONE,2020
Satyajeet Bachhav,Indian,Bowler,2000000,UNSOLD,NONE,2020
Ankit Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Tejas Singh Baroka,Indian,Bowler,2000000,UNSOLD,NONE,2020
Utkarsh Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Shivil Kaushik,Indian,Bowler,2000000,UNSOLD,NONE,2020
Harsh Tyagi,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Pradeep Sahu,Indian,Bowler,2000000,UNSOLD,NONE,2020
Aniket Choudhary,Indian,Bowler,2000000,UNSOLD,NONE,2020
Puneet Datey,Indian,Bowler,2000000,UNSOLD,NONE,2020
Karanveer Singh,Indian,Bowler,2000000,UNSOLD,NONE,2020
Akash Deep,Indian,Bowler,2000000,UNSOLD,NONE,2020
Sayan Ghosh,Indian,Bowler,2000000,UNSOLD,NONE,2020
Chemar Holder,Overseas,Bowler,2000000,UNSOLD,NONE,2020
Vivek Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Gurinder Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Mukesh Choudhary,Indian,Bowler,2000000,UNSOLD,NONE,2020
Matt Kelly,Overseas,Bowler,2000000,UNSOLD,NONE,2020
Arafat Khan,Indian,Bowler,2000000,UNSOLD,NONE,2020
Zahoor Khan,Indian,Bowler,2000000,UNSOLD,NONE,2020
Sushant Mishra,Indian,Bowler,2000000,UNSOLD,NONE,2020
Kanishk Seth,Indian,Bowler,2000000,UNSOLD,NONE,2020
Mayank Rawat,Indian,Batsman,2000000,UNSOLD,NONE,2020
Arzan Nagwaswalla,Indian,Bowler,2000000,UNSOLD,NONE,2020
Max Bryant,Overseas,Batsman,2000000,UNSOLD,NONE,2020
Safvan Patel,Indian,Bowler,2000000,UNSOLD,NONE,2020
Rahul Gahlaut,Indian,Batsman,2000000,UNSOLD,NONE,2020
Prithvi Raj Yarra,Indian,Bowler,2000000,UNSOLD,NONE,2020
Shivam Chauhan,Indian,Batsman,2000000,UNSOLD,NONE,2020
Abhimanyu Easwaran,Indian,Batsman,2000000,UNSOLD,NONE,2020
Salman Khan,Indian,Batsman,2000000,UNSOLD,NONE,2020
Naushad Shaikh,Indian,Batsman,2000000,UNSOLD,NONE,2020
Sharad Lumba,Indian,Batsman,2000000,UNSOLD,NONE,2020
Pratham Singh,Indian,Batsman,2000000,UNSOLD,NONE,2020
Shivam Bhambri,Indian,Batsman,2000000,UNSOLD,NONE,2020
Ricky Bhui,Indian,Batsman,2000000,UNSOLD,NONE,2020
Marco Marais,Overseas,Batsman,2000000,UNSOLD,NONE,2020
Hiten Dalal,Indian,Batsman,2000000,UNSOLD,NONE,2020
Shubham Khajuria,Indian,Batsman,2000000,UNSOLD,NONE,2020
Himmat Singh,Indian,Batsman,2000000,UNSOLD,NONE,2020
Amandeep Khare,Indian,Batsman,2000000,UNSOLD,NONE,2020
R Samarth,Indian,Batsman,2000000,UNSOLD,NONE,2020
George Munsey,Overseas,Batsman,2000000,UNSOLD,NONE,2020
Arun Karthick,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2020
N.Tilak Varma,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Himanshu Bisht,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Rohit Damodaran,Indian,All-Rounder,2000000,UNSOLD,NONE,2020
Mohit Sharma,Indian,Bowler,50000000,SOLD,Chennai Super Kings,2019
Ruturaj Gaikwad,Indian,Batsman,2000000,SOLD,Chennai Super Kings,2019
Colin Ingram,Overseas,Batsman,64000000,SOLD,Delhi Capitals,2019
Axar Rajesh Patel,Indian,All-Rounder,50000000,SOLD,Delhi Capitals,2019
Hanuma Vihari,Indian,Batsman,20000000,SOLD,Delhi Capitals,2019
Sherfane Rutherford,Overseas,All-Rounder,20000000,SOLD,Delhi Capitals,2019
Ishant Sharma,Indian,Bowler,11000000,SOLD,Delhi Capitals,2019
Keemo Paul,Overseas,All-Rounder,5000000,SOLD,Delhi Capitals,2019
Jalaj Saxena,Indian,All-Rounder,2000000,SOLD,Delhi Capitals,2019
Ankush Bains,Indian,Wicket Keeper,2000000,SOLD,Delhi Capitals,2019
Nathu Singh,Indian,Bowler,2000000,SOLD,Delhi Capitals,2019
Bandaru Ayyappa,Indian,Bowler,2000000,SOLD,Delhi Capitals,2019
Varun Chakaravarthy,Indian,All-Rounder,84000000,SOLD,Kings XI Punjab,2019
Sam Curran,Overseas,All-Rounder,72000000,SOLD,Kings XI Punjab,2019
Mohammad Shami,Indian,Bowler,48000000,SOLD,Kings XI Punjab,2019
Prabhsimran Singh,Indian,Wicket Keeper,48000000,SOLD,Kings XI Punjab,2019
Nicolas Pooran,Overseas,Wicket Keeper,42000000,SOLD,Kings XI Punjab,2019
Moises Henriques,Overseas,All-Rounder,10000000,SOLD,Kings XI Punjab,2019
Hardus Viljoen,Overseas,Bowler,7500000,SOLD,Kings XI Punjab,2019
Darshan Nalkande,Indian,All-Rounder,3000000,SOLD,Kings XI Punjab,2019
Sarfaraz Naushad Khan,Indian,All-Rounder,2500000,SOLD,Kings XI Punjab,2019
Arshdeep Singh,Indian,Bowler,2000000,SOLD,Kings XI Punjab,2019
Agnivesh Ayachi,Indian,All-Rounder,2000000,SOLD,Kings XI Punjab,2019
Harpreet Brar,Indian,All-Rounder,2000000,SOLD,Kings XI Punjab,2019
M. Ashwin,Indian,Bowler,2000000,SOLD,Kings XI Punjab,2019
Carlos Brathwaite,Overseas,All-Rounder,50000000,SOLD,Kolkata Knight Riders,2019
Lockie Ferguson,Overseas,Bowler,16000000,SOLD,Kolkata Knight Riders,2019
Joe Denly,Overseas,Batsman,10000000,SOLD,Kolkata Knight Riders,2019
Harry Gurney,Overseas,Bowler,7500000,SOLD,Kolkata Knight Riders,2019
Nikhil Shankar Naik,Indian,Wicket Keeper,2000000,SOLD,Kolkata Knight Riders,2019
Shrikant Mundhe,Indian,All-Rounder,2000000,SOLD,Kolkata Knight Riders,2019
Prithvi Raj Yarra,Indian,Bowler,2000000,SOLD,Kolkata Knight Riders,2019
Anrich Nortje,Overseas,Bowler,2000000,SOLD,Kolkata Knight Riders,2019
Barinder Singh Sran,Indian,Bowler,34000000,SOLD,Mumbai Indians,2019
Lasith Malinga,Overseas,Bowler,20000000,SOLD,Mumbai Indians,2019
Yuvraj Singh,Indian,All-Rounder,10000000,SOLD,Mumbai Indians,2019
Anmolpreet Singh,Indian,Batsman,8000000,SOLD,Mumbai Indians,2019
Pankaj Jaswal,Indian,All-Rounder,2000000,SOLD,Mumbai Indians,2019
Rasikh Dar,Indian,Bowler,2000000,SOLD,Mumbai Indians,2019
Jaydev Unadkat,Indian,Bowler,84000000,SOLD,Rajasthan Royals,2019
Varun Aaron,Overseas,Bowler,24000000,SOLD,Rajasthan Royals,2019
Oshane Thomas,Overseas,Bowler,11000000,SOLD,Rajasthan Royals,2019
Ashton Turner,Overseas,All-Rounder,5000000,SOLD,Rajasthan Royals,2019
Liam Livingstone,Overseas,All-Rounder,5000000,SOLD,Rajasthan Royals,2019
Shashank Singh,Indian,All-Rounder,3000000,SOLD,Rajasthan Royals,2019
Riyan Parag,Indian,All-Rounder,2000000,SOLD,Rajasthan Royals,2019
Manan Vohra,Indian,Batsman,2000000,SOLD,Rajasthan Royals,2019
Shubham Ranjane,Indian,All-Rounder,2000000,SOLD,Rajasthan Royals,2019
Shivam Dube,Indian,All-Rounder,50000000,SOLD,Royal Challengers Bangalore,2019
Shimron Hetmyer,Overseas,Batsman,42000000,SOLD,Royal Challengers Bangalore,2019
Akshdeep Nath,Indian,All-Rounder,36000000,SOLD,Royal Challengers Bangalore,2019
Prayas Ray Barman,Indian,All-Rounder,15000000,SOLD,Royal Challengers Bangalore,2019
Himmat Singh,Indian,Batsman,6500000,SOLD,Royal Challengers Bangalore,2019
Gurkeerat Singh Mann,Indian,All-Rounder,5000000,SOLD,Royal Challengers Bangalore,2019
Heinrich Klaasen,Overseas,Wicket Keeper,5000000,SOLD,Royal Challengers Bangalore,2019
Devdutt Padikkal,Indian,Batsman,2000000,SOLD,Royal Challengers Bangalore,2019
Milind Kumar,Indian,All-Rounder,2000000,SOLD,Royal Challengers Bangalore,2019
Jonny Bairstow,Overseas,Wicket Keeper,22000000,SOLD,Sunrisers Hyderabad,2019
Wriddhiman Saha,Indian,Wicket Keeper,12000000,SOLD,Sunrisers Hyderabad,2019
Martin Guptill,Overseas,Batsman,10000000,SOLD,Sunrisers Hyderabad,2019
Brendon McCullum,Overseas,Batsman,20000000,UNSOLD,NONE,2019
Chris Woakes,Overseas,All-Rounder,20000000,UNSOLD,NONE,2019
Shaun Marsh,Overseas,Batsman,20000000,UNSOLD,NONE,2019
Corey Anderson,Overseas,All-Rounder,20000000,UNSOLD,NONE,2019
Angelo Mathews,Overseas,All-Rounder,20000000,UNSOLD,NONE,2019
Alex Hales,Overseas,Batsman,15000000,UNSOLD,NONE,2019
Rilee Rossouw,Overseas,Batsman,15000000,UNSOLD,NONE,2019
James Faulkner,Overseas,All-Rounder,15000000,UNSOLD,NONE,2019
Morne Morkel,Overseas,Bowler,15000000,UNSOLD,NONE,2019
Dale Steyn,Overseas,Bowler,15000000,UNSOLD,NONE,2019
Alex Carey,Overseas,Wicket Keeper,15000000,UNSOLD,NONE,2019
Chris Jordan,Overseas,All-Rounder,10000000,UNSOLD,NONE,2019
Adam Zampa,Overseas,Bowler,10000000,UNSOLD,NONE,2019
Hashim Amla,Overseas,Batsman,10000000,UNSOLD,NONE,2019
Usman Khawaja,Overseas,Batsman,10000000,UNSOLD,NONE,2019
Dan Christian,Overseas,All-Rounder,10000000,UNSOLD,NONE,2019
Kane Richardson,Overseas,Bowler,10000000,UNSOLD,NONE,2019
Ben Laughlin,Overseas,Bowler,10000000,UNSOLD,NONE,2019
James Pattinson,Overseas,Bowler,10000000,UNSOLD,NONE,2019
Naman Ojha,Indian,Wicket Keeper,7500000,UNSOLD,NONE,2019
Sikandar Raza,Overseas,All-Rounder,7500000,UNSOLD,NONE,2019
David Wiese,Overseas,All-Rounder,7500000,UNSOLD,NONE,2019
Marchant De Lange,Overseas,Bowler,7500000,UNSOLD,NONE,2019
Lendl Simmons,Overseas,Batsman,7500000,UNSOLD,NONE,2019
Jason Holder,Overseas,All-Rounder,7500000,UNSOLD,NONE,2019
James Neesham,Overseas,All-Rounder,7500000,UNSOLD,NONE,2019
Kusal Janith Perera,Overseas,Wicket Keeper,7500000,UNSOLD,NONE,2019
Luke Ronchi,Overseas,Wicket Keeper,7500000,UNSOLD,NONE,2019
Tymal Mills,Overseas,Bowler,7500000,UNSOLD,NONE,2019
Cheteshwar Pujara,Indian,Batsman,5000000,UNSOLD,NONE,2019
Manoj Tiwary,Indian,Batsman,5000000,UNSOLD,NONE,2019
Ben McDermott,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2019
Fawad Ahmed,Overseas,Bowler,5000000,UNSOLD,NONE,2019
Khary Pierre,Overseas,Bowler,5000000,UNSOLD,NONE,2019
Rahul Sharma,Indian,Bowler,5000000,UNSOLD,NONE,2019
Fabian Allen,Overseas,All-Rounder,5000000,UNSOLD,NONE,2019
Doug Bracewell,Overseas,All-Rounder,5000000,UNSOLD,NONE,2019
Ashoke Dinda,Indian,Bowler,5000000,UNSOLD,NONE,2019
Obed McCoy,Overseas,Bowler,5000000,UNSOLD,NONE,2019
Reeza Hendricks,Overseas,Batsman,5000000,UNSOLD,NONE,2019
Saurabh Tiwary,Indian,Batsman,5000000,UNSOLD,NONE,2019
Hazratullah Zazai,Overseas,Batsman,5000000,UNSOLD,NONE,2019
Rishi Dhawan,Indian,All-Rounder,5000000,UNSOLD,NONE,2019
Parveez Rasool,Indian,All-Rounder,5000000,UNSOLD,NONE,2019
Thisara Perera,Overseas,All-Rounder,5000000,UNSOLD,NONE,2019
Glenn Phillips,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2019
Mushfiqur Rahim,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2019
Jon-Jon Trevor Smuts,Overseas,All-Rounder,5000000,UNSOLD,NONE,2019
Abhimanyu Mithun,Indian,Bowler,5000000,UNSOLD,NONE,2019
Vinay Kumar,Indian,Bowler,5000000,UNSOLD,NONE,2019
Rassie Van der Dussen,Overseas,Batsman,5000000,UNSOLD,NONE,2019
Mohammad Shahzad,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2019
Manpreet Grewal,Indian,Bowler,5000000,UNSOLD,NONE,2019
Sheldon Cottrell,Overseas,Bowler,5000000,UNSOLD,NONE,2019
Dasun Shanaka,Overseas,All-Rounder,5000000,UNSOLD,NONE,2019
Sheldon Cottrell,Overseas,Bowler,5000000,UNSOLD,NONE,2019
Laurie Evans,Overseas,Batsman,4000000,UNSOLD,NONE,2019
Lewis Greogry,Overseas,All-Rounder,4000000,UNSOLD,NONE,2019
Jamie Overton,Overseas,All-Rounder,4000000,UNSOLD,NONE,2019
Patrick Brown,Overseas,Bowler,4000000,UNSOLD,NONE,2019
Zahir Khan Pakteen,Overseas,Bowler,4000000,UNSOLD,NONE,2019
James Fuller,Overseas,All-Rounder,4000000,UNSOLD,NONE,2019
Riley Meredith,Overseas,Bowler,4000000,UNSOLD,NONE,2019
Ali Khan,Overseas,Bowler,4000000,UNSOLD,NONE,2019
Cameron Delport,Overseas,All-Rounder,3000000,UNSOLD,NONE,2019
Jeevan Mendis,Overseas,All-Rounder,3000000,UNSOLD,NONE,2019
Anureet Singh,Indian,Bowler,3000000,UNSOLD,NONE,2019
Rajesh Bishnoi Sr,Indian,Batsman,2000000,UNSOLD,NONE,2019
Himanshu Rana,Indian,Batsman,2000000,UNSOLD,NONE,2019
Priyank Panchal,Indian,Batsman,2000000,UNSOLD,NONE,2019
Rajat Patidar,Indian,Batsman,2000000,UNSOLD,NONE,2019
Baba Aparajith,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Hiten Dalal,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Karim Janat,Overseas,All-Rounder,2000000,UNSOLD,NONE,2019
Sanjay Yadav,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Akash Parkar,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Kedar Devdhar,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2019
R.Sanjay Yadav,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Jitesh Sharma,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2019
Lukman Hussain Meriwala,Indian,Bowler,2000000,UNSOLD,NONE,2019
Vishnu Vinod,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2019
Yash Dayal,Indian,Bowler,2000000,UNSOLD,NONE,2019
Blair Tickner,Overseas,Bowler,2000000,UNSOLD,NONE,2019
Chetan Sakariya,Indian,Bowler,2000000,UNSOLD,NONE,2019
Kuldeep Sen,Indian,Bowler,2000000,UNSOLD,NONE,2019
Kanishk Seth,Indian,Bowler,2000000,UNSOLD,NONE,2019
Naushad Shaikh,Indian,Batsman,2000000,UNSOLD,NONE,2019
Jaskaran Singh,Indian,Bowler,2000000,UNSOLD,NONE,2019
Jake Weatherald,Overseas,Batsman,2000000,UNSOLD,NONE,2019
Sandeep Warrier,Indian,Bowler,2000000,UNSOLD,NONE,2019
Satyajeet Bachhav,Indian,Bowler,2000000,UNSOLD,NONE,2019
Sachin Baby,Indian,Batsman,2000000,UNSOLD,NONE,2019
Ankeet Bawane,Indian,Batsman,2000000,UNSOLD,NONE,2019
Armaan Jaffer,Indian,Batsman,2000000,UNSOLD,NONE,2019
Ayush Badoni,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Rajesh Bishnoi,Indian,Bowler,2000000,UNSOLD,NONE,2019
Arun Karthik Basker,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2019
Kona Srikar Bharat,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2019
Ankit Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Sheldon Jackson,Overseas,Wicket Keeper,2000000,UNSOLD,NONE,2019
Anuj Rawat,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2019
Aniket Choudhary,Indian,Bowler,2000000,UNSOLD,NONE,2019
Puneet Datey,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Tushar Deshpande,Indian,Bowler,2000000,UNSOLD,NONE,2019
Pavan Deshpande,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Rajneesh Gurbani,Indian,Bowler,2000000,UNSOLD,NONE,2019
Chama Milind,Indian,Bowler,2000000,UNSOLD,NONE,2019
Ishan Porel,Indian,Bowler,2000000,UNSOLD,NONE,2019
Pratyush Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
K.C. Cariappa,Indian,Bowler,2000000,UNSOLD,NONE,2019
Roosh Kalaria,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Yuvraj Chudasama,Indian,Bowler,2000000,UNSOLD,NONE,2019
Dharmendrasinh Jadeja,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Anirudha Ashok Joshi,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Akshay Karnewar,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Aman Khan,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Ravi Sai Kishore,Indian,Bowler,2000000,UNSOLD,NONE,2019
J Suchith,Indian,Bowler,2000000,UNSOLD,NONE,2019
Karanveer Kaushal,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Sairaj Patil,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Vishal Kushwah,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Dhrumil Matkar,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Jack Prestwidge,Overseas,All-Rounder,2000000,UNSOLD,NONE,2019
Swapnil Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Tanmay Mishra,Indian,Batsman,2000000,UNSOLD,NONE,2019
Sharad Lumba,Indian,Batsman,2000000,UNSOLD,NONE,2019
Lalit Yadav,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Ekant Sen,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Kshitiz Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Aryan Juyal,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2019
Vivek Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Shiva Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Gurinder Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Utkarsh Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Mayank Dagar,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
Harsh Tyagi,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
R. Sai Kishore,Indian,Bowler,2000000,UNSOLD,NONE,2019
Kartik Tyagi,Indian,Bowler,2000000,UNSOLD,NONE,2019
Tanveer Ul haq,Overseas,All-Rounder,2000000,UNSOLD,NONE,2019
Anmol Malhotra,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2019
Virat Singh,Indian,Batsman,2000000,UNSOLD,NONE,2019
Shams Mulani,Indian,All-Rounder,2000000,UNSOLD,NONE,2019
